GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US06073008505,Census Tract 85.05; San Diego County; California,2013,215,0,2.1,0.4,1.1,4.9,4.9,7.5,4.2,7.5,5.2,21.2,8.7,11.9,5.9,14.5,7.1,13,5.6,19.3,6.7,87178,21875,139467,27775,39.8,(X),(X),(X),(X),(X),1396,231,0.6,1,0.6,1.6,4.6,6.6,5.4,4.2,10.7,7.8,21.6,12.1,5.1,4.2,17.6,10.5,15.4,7.2,18.4,7.5,103348,42031,133038,28104,(X),(X),43.6,(X),(X),(X),1062,206,0,3.9,0,3.9,0,3.9,4.5,4.7,14.1,10,22.6,16,5.1,5,16.7,11.9,15.2,7.4,21.8,8.7,104273,32260,N,N,(X),(X),(X),(X),(X),(X),617,216,0,6.7,0,6.7,5.5,5.5,12.2,11.7,0,6.7,20.1,13,27.2,14.4,9.9,8.5,3.7,5.8,21.4,13.4,86240,5387,147854,70045,(X),(X),(X),(X),31.1,(X)
1400000US06073008506,Census Tract 85.06; San Diego County; California,1569,175,2.7,3.9,3.6,2.8,3.5,2.7,3.4,2.2,5.5,3.5,12.7,4.6,10.3,5.5,27.9,10.1,12.4,5.1,18,5.4,118633,9187,153564,32882,30.8,(X),(X),(X),(X),(X),986,138,3.4,5.9,1.4,1.6,3.4,3.5,0.5,1.1,4.2,3.4,8.9,4.4,9.3,6.8,31.3,9.9,15.8,6.7,21.6,7.2,127727,13241,161609,36913,(X),(X),27.2,(X),(X),(X),764,114,0,5.4,1,1.6,4.5,4.5,0.7,1.4,1.4,2.2,5.1,4.1,3.3,3.1,37.2,11,19,8.3,27.9,9.3,139688,21904,N,N,(X),(X),(X),(X),(X),(X),583,164,1.4,2.3,8.2,7.1,3.6,4.2,8.4,5.9,7.9,8.7,18,9.2,12.7,9.7,24.9,20.1,2.9,3.3,12,10.1,83155,38720,138244,73873,(X),(X),(X),(X),36,(X)
1400000US06073008507,Census Tract 85.07; San Diego County; California,2652,205,4.1,3.8,4.6,4,3,2.4,4.7,4.2,9.9,4.6,12.1,6.1,18.9,8.1,16.1,5.6,9.7,4.6,16.8,5.8,87269,13030,114253,15015,36.7,(X),(X),(X),(X),(X),1686,220,2.1,3,5,5.8,4.7,3.8,4,5.7,7.2,4.3,10.6,5.3,19.2,9.9,19.6,7,11.2,6.7,16.3,6.5,96375,24624,114472,16228,(X),(X),37.1,(X),(X),(X),1048,184,0.9,1.6,0,4,5.8,5.1,0,4,8,6.3,8.1,5.5,14.4,8.9,27.4,10.3,10.7,6.4,24.7,8.6,121786,21548,N,N,(X),(X),(X),(X),(X),(X),966,230,7.7,8.9,3.9,4.4,0,4.3,6,6.6,17.6,10.8,16,13.4,14.2,12.5,9.9,10.7,7,6.1,17.6,11.5,73333,28585,111569,27656,(X),(X),(X),(X),34.4,(X)
1400000US06073008509,Census Tract 85.09; San Diego County; California,2664,331,3.9,2.3,2.1,2,6.7,6.4,4.5,4,6.7,4.6,7.8,3.6,12.5,7.5,24.6,8,13.7,7.5,17.4,6.6,115600,22298,122033,15481,33.3,(X),(X),(X),(X),(X),1778,317,2,2.3,0.7,1.1,2.1,2.5,0.7,1.2,3.5,3.9,4.9,3.3,12.1,10.5,32.4,11.7,16.1,11.6,25.4,9.7,144545,18462,152362,18071,(X),(X),38.2,(X),(X),(X),1347,335,2.6,3.1,0,3.1,0.1,0.5,0,3.1,1.7,2.8,4.5,3.7,14.1,13.6,31.6,12.6,19.5,14.6,25.8,10.6,145417,28609,N,N,(X),(X),(X),(X),(X),(X),886,207,7.7,5.6,5.1,5.6,17.5,16.8,12.2,11.4,13,10.7,13.7,10.3,11.9,7.8,11.2,9.4,6.5,5.9,1.4,2.4,42500,20992,58714,13770,(X),(X),(X),(X),23.3,(X)
1400000US06073008510,Census Tract 85.10; San Diego County; California,2551,336,3.4,2.4,4.1,2.7,4.5,2.5,18.9,10.7,11.6,7.9,6.8,3.8,11.3,6.1,24,7.6,6.9,3.6,8.5,4.4,79226,31955,93524,14097,31,(X),(X),(X),(X),(X),1430,210,1.5,2.5,2.1,2.5,2.8,3,18,12.1,3.4,3.7,5.9,4,9.9,6.9,33.6,10.7,12.2,6.7,10.6,7.3,104591,13487,115138,22052,(X),(X),30,(X),(X),(X),1066,210,2,3.3,1.4,2.4,2.3,3,19.7,14.4,0,3.9,5.1,4.7,4.3,4.2,36.4,13.5,14.7,8.5,14.2,9.5,111915,24813,N,N,(X),(X),(X),(X),(X),(X),1121,352,6,4.5,6.7,5.5,6.7,4.9,20.1,17.9,22.2,15.8,7.9,6.6,13,10.3,11.6,9.1,0,3.7,5.9,4.7,41490,6541,65514,14009,(X),(X),(X),(X),32.4,(X)
1400000US06073008511,Census Tract 85.11; San Diego County; California,2620,446,4.4,4.5,0.9,1.4,2.3,3,3.6,3.6,3.4,2.8,10.1,5.5,9.4,5.3,31.9,14,18.1,6.6,15.9,6.8,132786,25309,131156,11410,27.4,(X),(X),(X),(X),(X),1464,459,2.7,4.3,0,2.9,0.6,0.9,3.7,5.5,3.6,4.6,3.4,4.3,4.5,3.4,39.8,21.2,27,11.8,14.6,8.9,139074,11106,146612,14840,(X),(X),19.5,(X),(X),(X),1294,451,3,4.9,0,3.2,0,3.2,4.2,6.3,2.7,4.6,3.4,4.8,4.3,3.6,40.2,23.2,26.7,12.8,15.5,10.4,139278,14161,N,N,(X),(X),(X),(X),(X),(X),1156,185,6.7,8.1,2,3.2,5.1,6.5,3.5,3.9,3.9,3.7,17,9.1,15.7,11.2,22,11.8,7.6,5.9,16.7,8.7,91875,34332,109819,18761,(X),(X),(X),(X),37.5,(X)
1400000US06073008512,Census Tract 85.12; San Diego County; California,1547,103,5.7,2.9,0,2.7,2.3,2.3,2.9,2.2,8.1,4.1,14.4,4.2,10,4.5,16.7,5.5,13.3,5,26.7,6.2,118224,19332,148892,17556,33.4,(X),(X),(X),(X),(X),998,120,0.8,1.2,0,4.2,2.5,3,1.2,1.9,5.3,3.4,12.1,5.1,14.6,6.8,15.4,6.7,13.6,5.8,34.4,7.7,129625,49144,164346,16989,(X),(X),35.4,(X),(X),(X),801,116,0,5.2,0,5.2,3.1,3.7,0,5.2,6.6,4.1,5.9,4.2,15.9,8.2,13.6,7,17,7.1,38,8.3,164417,38968,N,N,(X),(X),(X),(X),(X),(X),549,95,14.6,7.6,0,7.4,1.8,3.1,6,5,13.1,10.5,19.7,9.2,1.5,2.4,19.1,11.9,13.8,10.1,10.4,6.9,65724,37805,117062,37483,(X),(X),(X),(X),29.7,(X)
1400000US06073008513,Census Tract 85.13; San Diego County; California,1154,124,4.9,4.1,1.4,2.1,0,3.6,0,3.6,5,3.4,12,6,8.6,6.5,26.7,8.9,19.1,6.8,22.4,7.6,132500,18926,148939,15976,38.2,(X),(X),(X),(X),(X),747,131,0,5.5,0,5.5,0,5.5,0,5.5,2.7,3.8,7.6,5,11.6,9.3,29,12,24,9,25,9.7,147917,26430,165912,18635,(X),(X),29.7,(X),(X),(X),554,133,0,7.4,0,7.4,0,7.4,0,7.4,0,7.4,5.1,4.7,13.9,11.9,29.8,15,25.5,10.6,25.8,10.7,165156,46601,N,N,(X),(X),(X),(X),(X),(X),407,81,13.8,11.8,3.9,5.8,0,9.9,0,9.9,9.3,7,19.9,12.2,5.4,5.1,22.6,12.3,10.1,8.5,15,12.7,91181,49598,111962,32947,(X),(X),(X),(X),51.4,(X)
1400000US06073008600,Census Tract 86; San Diego County; California,2290,329,4.9,6.1,0,1.8,4.3,3.1,8.3,4.2,10,5.5,37.2,12.6,8,4.8,14.2,6.6,8,3.8,5.1,4,63924,8096,83663,11967,47.4,(X),(X),(X),(X),(X),1588,365,1.3,2.1,2.6,3.7,1.7,2.1,5.2,4.7,7.1,5.2,38.9,15.1,10.7,6.9,19.8,9.3,9.1,5.2,3.7,4,69300,15725,87321,11556,(X),(X),50.5,(X),(X),(X),1116,326,1.8,3,0,3.7,2.4,3,2.7,4.2,4.6,5.4,40.9,20.6,14.2,9.9,15.2,9.3,12.9,8.1,5.3,5.6,71484,32138,N,N,(X),(X),(X),(X),(X),(X),702,214,13.1,18,0,5.9,10.1,9.8,9.5,9,16.5,13.8,33.5,21.5,4.6,5,4.6,5.3,0,5.9,8.1,8.7,50893,26349,71871,27378,(X),(X),(X),(X),40.3,(X)
1400000US06073008701,Census Tract 87.01; San Diego County; California,1223,163,12.4,7.2,1.8,2,0.8,1.2,6.3,6,7,4.4,18.7,9.2,13.5,6.8,21,7.9,12,5.3,6.5,2.7,78516,24755,95629,10961,36.5,(X),(X),(X),(X),(X),746,112,4.7,3.7,1.3,2.2,3.4,5.4,0,5.5,6.4,6.4,13.1,8.3,19.2,11.1,26,11.9,15.3,7.8,10.6,4.5,103561,19654,118001,13387,(X),(X),39.4,(X),(X),(X),557,118,3.2,3.8,1.8,2.9,0,7.3,0,7.3,8.6,8.5,9.9,6.3,16.3,12.6,31.4,14.2,17.4,10,11.3,6.2,118438,26873,N,N,(X),(X),(X),(X),(X),(X),477,135,26.2,16.9,2.5,3.9,2.1,3.3,9.2,11.1,7.8,6.5,27.5,18.5,6.9,6.5,13.2,11.2,4.6,5.3,0,8.5,57961,27286,56945,15501,(X),(X),(X),(X),26.6,(X)
1400000US06073008702,Census Tract 87.02; San Diego County; California,1716,191,2.2,2,4.7,3.9,4.5,4.2,5.1,3.8,3,2.3,14.9,6.5,9.7,4,24.4,6.8,18.4,7.7,13.1,6.9,111025,10502,120246,16001,41,(X),(X),(X),(X),(X),1083,184,2.1,2.4,1.2,1.4,3,3.1,9.3,6.3,3.7,3.1,7.6,6.2,14.7,5.8,19.9,9.3,20,8.8,18.5,10.4,130563,39826,128598,18662,(X),(X),45.9,(X),(X),(X),745,172,1.7,2.8,1.7,2.1,1.7,2.7,1.9,3,5.4,4.7,5.6,5.2,7.5,5.3,26.6,12.7,24,12.4,23.8,14.2,149289,13253,N,N,(X),(X),(X),(X),(X),(X),633,170,2.4,3.8,10.6,10.2,10.3,10.8,0,6.5,1.9,2.9,24.3,14.3,4.7,5.1,26.5,10.4,15.5,12.5,3.8,4.3,88125,40709,101105,30091,(X),(X),(X),(X),31,(X)
1400000US06073008800,Census Tract 88; San Diego County; California,2019,154,7.4,6.4,1.3,1.4,12.8,6.5,4.5,3.9,10.6,5.2,11.6,5.1,9.3,5.3,22.7,7,9.1,4.1,10.6,4.7,76775,17829,98118,13262,44.9,(X),(X),(X),(X),(X),1301,144,1.1,1.8,3.5,3.9,15,7.3,6.4,5.6,10.1,5.9,13.9,7.6,10.8,7.2,13.7,6.4,11.1,6,14.5,6.9,75031,18467,103306,16366,(X),(X),48.1,(X),(X),(X),825,146,0,5,0,5,11.4,6.2,0.7,1.1,14.8,8.4,17.2,10.8,11.6,11.4,13.3,8.1,15.6,8.6,15.3,7.7,84402,31120,N,N,(X),(X),(X),(X),(X),(X),718,194,18.8,16.4,2.6,3.4,8.9,10.8,1,2.1,13.1,10.5,8.1,7.8,8.8,7.4,30.2,14.4,5.6,5,2.9,3.7,68636,35600,78953,22191,(X),(X),(X),(X),39.1,(X)
1400000US06073008901,Census Tract 89.01; San Diego County; California,2514,201,2.3,2.4,1.2,1.4,3.1,2.4,5.6,4.5,12.1,6.3,12.4,5.5,18.6,7.1,25,8.3,14.1,6.1,5.4,3.9,95441,14431,99379,8933,39.3,(X),(X),(X),(X),(X),1238,259,4.2,6.5,1.3,2.3,0,3.4,1.4,2.1,1.1,1.9,20.4,13.2,16.1,8.9,27.9,12.6,21.2,9.5,6.5,6.5,103038,11876,111889,12568,(X),(X),50.7,(X),(X),(X),967,240,0,4.3,0,4.3,0,4.3,0,4.3,1.3,2.4,26.2,15.6,11.9,9.1,32.5,15.7,21.6,12.8,6.5,7.1,104098,7794,N,N,(X),(X),(X),(X),(X),(X),1276,227,4.6,4.6,2.4,2.9,6.2,4.7,9.8,8.2,21.6,11.3,12.6,7.8,14.7,7.3,19.5,8.7,5.9,5.5,2.7,3.2,63714,24502,76074,12188,(X),(X),(X),(X),24.1,(X)
1400000US06073008902,Census Tract 89.02; San Diego County; California,1999,254,5.5,3.3,0,2.1,2.6,2.1,7.1,5.5,2.9,2,14.9,6.2,13.2,5.7,26.5,8.3,14.2,6.5,13.2,5.2,104558,13222,115899,12668,39.2,(X),(X),(X),(X),(X),657,206,2.1,3.7,0,6.3,4.1,5,9,12.3,1.1,2.1,12.6,9,7.3,9.6,22.7,12.7,8.4,7.2,32.7,14.7,121078,40519,147614,32534,(X),(X),50.5,(X),(X),(X),459,161,0,8.8,0,8.8,2.4,4,12.9,17.4,0,8.8,15.3,12.1,1.7,3,19.8,10.9,12,10.3,35.9,16,125341,84934,N,N,(X),(X),(X),(X),(X),(X),1342,220,7.2,4.4,0,3.1,1.9,2.1,6.2,5.3,3.7,2.8,16,8.3,19.1,8.5,28.3,9.4,14,8.4,3.7,3.2,89457,20282,98230,12767,(X),(X),(X),(X),33.6,(X)
1400000US06073009000,Census Tract 90; San Diego County; California,1381,180,2.6,2.6,0,3,0,3,7,5.2,6,4,10.3,6.4,10.5,6.1,36.4,9.1,9.9,5.3,17.3,7.3,112292,10399,133339,20126,34,(X),(X),(X),(X),(X),736,123,1.4,2.2,0,5.6,0,5.6,0,5.6,14.1,9.8,3.9,4.8,14.4,9.1,30.6,11,13.6,8.8,22,10.2,118750,28351,140833,26256,(X),(X),29.6,(X),(X),(X),531,102,1.9,3,0,7.7,0,7.7,0,7.7,4.9,5.8,3.6,5.6,9.4,8,34.1,12.9,15.6,10.2,30.5,14.1,141514,23203,N,N,(X),(X),(X),(X),(X),(X),645,167,4,5,0,6.4,0,6.4,14.9,10.8,4.3,4.8,9.9,6.6,6,6.4,43.1,15.8,5.7,5.2,11.9,10.8,108136,11237,122244,30932,(X),(X),(X),(X),39.1,(X)
1400000US06073009101,Census Tract 91.01; San Diego County; California,2290,302,0,1.8,0.7,1.4,6.6,4.6,5.8,5,1.7,1.6,11.6,6.4,13,6.5,22,10.6,12.9,5.4,25.7,8.4,108873,27368,155414,24563,22.5,(X),(X),(X),(X),(X),1490,300,0,2.8,0,2.8,2.7,3.9,1.5,2.4,2.6,2.4,14.7,8.5,17.4,9.7,22.1,15.1,13.2,7,26,10.8,107456,42260,161344,31763,(X),(X),12.1,(X),(X),(X),1101,284,0,3.8,0,3.8,3.6,5.3,2,3.2,2,2.4,6.1,5.9,19.2,12.1,23.6,19.7,16.6,9.4,26.9,14.3,130221,62480,N,N,(X),(X),(X),(X),(X),(X),800,210,0,5.2,2,4.1,13.9,11.4,13.9,12.1,0,5.2,8.1,6.8,7.5,5.6,19.3,11.5,10.1,7.4,25.3,13.8,102011,32206,141264,42584,(X),(X),(X),(X),41.9,(X)
1400000US06073009102,Census Tract 91.02; San Diego County; California,1968,363,7,4.9,2.9,2.2,9.1,4.9,3.4,2.5,3.7,2.4,23.8,13.9,21.7,9.4,16.2,5.8,5.8,3.3,6.5,3,75087,9547,84235,8472,23.8,(X),(X),(X),(X),(X),868,351,6.1,8,1.6,2.8,7.7,7.1,2.1,2.4,0.9,1.6,36.4,26.2,15.2,9.7,20.7,9.5,2.6,4.1,6.6,4.3,73333,17571,86945,14615,(X),(X),24.2,(X),(X),(X),392,113,12.8,15.8,3.6,5.8,2.8,4.3,1.8,2.7,0,10.3,24,15.5,12,7.9,22.7,11.2,5.9,8,14.5,8.6,87632,35805,N,N,(X),(X),(X),(X),(X),(X),1100,219,7.7,6.6,3.9,3.2,10.2,7.3,4.5,3.7,5.8,3.9,14.3,7.1,26.4,14,13.7,8,8.3,5.3,5.3,4.1,76493,12302,80438,11466,(X),(X),(X),(X),23.5,(X)
1400000US06073009103,Census Tract 91.03; San Diego County; California,1605,142,2.4,2.3,0.6,1.1,0.5,0.8,6.7,4.2,5.3,3.5,8,4.4,12.7,5.7,12.4,5.3,22.7,7.1,28.8,6.3,153807,31255,186137,28990,30.7,(X),(X),(X),(X),(X),1078,140,0,3.9,0,3.9,0.7,1.1,1.1,1.6,3.5,3.3,6.1,5.3,9.9,6.2,15.1,6.8,34.7,10.7,28.8,7.3,171700,13098,201598,25077,(X),(X),32.7,(X),(X),(X),909,146,0,4.6,0,4.6,0,4.6,1.3,2,4.2,3.8,2.6,2.9,8.6,5.8,14.1,7,38.6,12.1,30.6,8.4,175966,7505,N,N,(X),(X),(X),(X),(X),(X),527,100,7.2,7.5,1.9,3.3,0,7.7,18,11.4,8.9,8.2,11.8,6.8,18.4,10,6.8,6.6,2.7,3.6,24.3,10.7,76917,16735,144589,71983,(X),(X),(X),(X),26.6,(X)
1400000US06073009104,Census Tract 91.04; San Diego County; California,1092,135,3.1,2.9,1,1.6,1,1.7,1.9,2.3,0.8,1.3,11.7,7.1,9.4,7.6,23.5,7.6,10.5,6.7,36.9,9.9,147586,28179,179381,22381,38.7,(X),(X),(X),(X),(X),744,140,3.8,3.4,0,5.5,0,5.5,0.9,1.6,0,5.5,12.5,8.7,12.1,10.9,24.2,8.2,9.8,7.2,36.7,12.3,147759,31876,190721,32079,(X),(X),28.8,(X),(X),(X),561,101,5,4.7,0,7.3,0,7.3,0,7.3,0,7.3,2.3,3.5,4.5,4.4,29.4,11,13,9.3,45.8,12.5,176198,46191,N,N,(X),(X),(X),(X),(X),(X),348,88,1.7,4.2,3.2,5.3,3.2,5.5,4,5.8,2.6,4.1,10.1,10.8,7.2,8.2,22.7,14.3,12.1,16.6,33.3,13.8,133250,54969,147201,26189,(X),(X),(X),(X),60.1,(X)
